city,company,country,description,salary_converted_currency,salary_converted_max,salary_converted_min,salary_currency,salary_max,salary_min,salary_raw,title,url,year_posted
Kuala Lumpur,DATA OASIS SDN BHD,MY,"Experience using any cloud solution such AWS, Ali cloud or google cloud.
Experience designing and building web environments on cloud
Experience building and maintaining cloud-native applications
A solid background in Linux/Unix and Windows server system administration
Experience using DevOps tools in a cloud environment, such as Ansible, Artifactory, Docker, GitHub, Jenkins, Kubernetes, Maven, and Sonar Qube
Experience installing and configuring different application servers such as JBoss, Tomcat, and WebLogic
Experience using monitoring solutions like CloudWatch, ELK Stack, and Prometheus
Experience in troubleshooting distributed systems
Proficiency in script development and scripting languages
The ability to be a team player
The ability and skill to train other people in procedural and technical topics

Main Job Scope:

identify and implement the most optimal cloud-based solutions for the company.
Planning, designing and developing cloud-based applications.
Managing cloud environments in accordance with company security guidelines.
Deploying and debugging cloud initiatives as needed in accordance with best practices throughout the development lifecycle.
Educating teams on the implementation of new cloud-based initiatives, providing associated training as required.
Employing exceptional problem-solving skills, with the ability to see and solve issues before they snowball into problems.
Building and designing web services in the cloud, along with implementing the set-up of geographically redundant services.

Please Email your resume : norhidayah.ismail@masterplan.com.my
Salary Range : RM 3000.00- 4500.00",MYR,4500.0,3000.0,MYR,4500.0,3000.0,RM 3 000 - 4 500 per month,1. Cloud Engineer,https://malaysia.indeed.com/viewjob?jk=e919fe78c450c944&from=serp&vjs=3,2021
Tiong Bahru Estate,SINGAPORE HEALTH SERVICES PTE LTD,SG,"[CANDIDATES WHO REQUIRE WORK PASSES NEED NOT APPLY]

You will be responsible in strengthening the Office of DGCMIO’s (Research) branding in the SingHealth Research community via the planning and implementation of various data science projects. You will lead in the overall planning and implementation of programmes and events for the department, as well as manage the operational and administrative functions to ensure that the projects can run smoothly. You will also prepare reports and utilise analytics to evaluate the effectiveness of the projects and ascertain areas for improvement. You will drive the financial processes within the department and ensure adherence to corporate finance guidelines. You will collate and analyse reports for the department’s financial budgeting and ensure that sufficient resources are being allocated for the different projects. You will support the implementation of new initiatives and projects in the department, to lead in the development of innovative techniques, to enhance work processes and manage stakeholders’ resistance to change. You will upkeep the team’s performance in administrative duties and ensure smooth integration of work processes amongst the different teams in the department. You will also instil a culture of quality customer service in the team when dealing with both internal and external customers.

Job Requirements :

Bachelor’s degree in any field, preferably in healthcare related discipline or equivalent
8 years of relevant experience with at least 2 years of managerial / supervisory experience. Prior experience in the healthcare industry would be an advantage
Strong verbal and written communication skills
Driven and independent worker who is able to prioritise
Possess excellent interpersonal and time management skills
Meticulous and is able to work well with various stakeholders
Experienced in Project Management methodologies and concepts with basic financial literacy for account management
Candidates with knowledge on Clinical Research guidelines preferred
Proficient with MS Office applications",MYR,24320.0,15200.0,SGD,8000.0,5000.0,"$5,000 - $8,000 a month","Manager, Office of DGCMIO (Research)",https://sg.indeed.com/viewjob?jk=1dea27542bb775c1&from=serp&vjs=3,2021
Kuala Lumpur,Kuala Lumpur,MY,"Salary

RM4000-4500

Job Description

Administrate, maintain and support the overall IT technology ? Network activities in accordance to corporate information technology strategies and initiative.
Perform regular maintenance routines to ensure the state of infrastructure readiness and functionality of the data centre premises and related peripherals.
Maintenance and administration of enterprise network availability according to expected service standard.
Responsible for administrative duties within the IT network inventory management function. Maintains records and databases containing information regarding licenses, warranties, and service agreements for the organization?s network hardware and software.
Collaborate with the team and other to identify, troubleshoot and find resolution for technical problems.
Involved in creating and maintaining detailed technical documentation standards and policies.
Maintain high standard of network diagrams and improve technical knowledge base.
Responsible for IT network resources capacity and performance management.
Demonstrate passion in technology and willing to research, experiment and prototype solutions and tools that are needed.
Establish a good working relationship with customers and other professionals such as internal support engineer.
Occasional after hours work and on-call support will be required as part of this role.

Job Requirement

Candidate with at least a Bachelor?s Degree, Post Graduate Diploma, Professional Degree, Computer Science/Information Technology, Engineering (Computer/Telecommunication) or equivalent.
At least 2 years of working experience in the related field is required for this position.
Strong understanding of network infrastructure and network hardware.
Ability to create accurate network diagrams and documentation for design and planning network communication systems.
Good knowledge of IP networks, switching and routing protocols, QoS, IPSec, VRRP, Load Balancing. (CCNA Certification? good to have)
Knowledge in Disaster Recovery Plan is an added advantage.
Independent, proactive working attitude, results-oriented, and a strong desire to succeed.
A team player, self-starter with excellent analytical and troubleshooting skills.
Great interpersonal, self-motivated and customer-focused with outgoing personality and analytical mind.

Benefit?

Flexi working hours
Open office environment
Parking facilities provided

Company Background

B2B e-commerce company

The Recruiter Sdn Bhd",MYR,4500.0,4000.0,MYR,4500.0,4000.0,RM4000-4500,Network Engineer,https://malaysia.indeed.com/viewjob?jk=7d736d56161af2ed&from=serp&vjs=3,2021
Kuala Lumpur,Chief Data Scientist,MY,"My client is a leading iGaming industry player that keep improving, innovating and creating memorable to epic entertainment experiences. They are currently looking for an experience Data Scientist to join their inventive team in mid valley office.

In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We also want to see a passion for machine-learning and research. Your goal will be to help the company analyze trends to make better decisions

Responsibilities

Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns
Build predictive models and machine-learning algorithms
Combine models through ensemble modeling
Present information using data visualization techniques
Propose solutions and strategies to business challenges
Collaborate with engineering and product development teams

Requirements

Proven experience as a Data Scientist or Data Analyst
Experience in data mining
Understanding of machine-learning and operations research
Knowledge of R, SQL and Python; familiarity with Scala, Java or C++ is an asset
Experience using business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop)
Analytical mind and business acumen
Strong math skills (e.g. statistics, algebra)
Problem-solving aptitude
Excellent communication and presentation skills
BSc/BA in Computer Science, Engineering or relevant field; graduate degree in Data Science or other quantitative field is preferred

Benefits

In and Out patient claims,
Optical & Dental Benefit.
Self-Development Course provided.
Medical Insurance.
No punch card system.
Free Breakfast on Mondays.
Freshly cut fruits every day.
Free alcohol after 7pm.
Games Floor – Foosball table, Video Games, Board Games, Darts…etc.
Fun Tournament Games.
Awesome Annual Vacation provided
Free Flow Snacks and Drinks.
Birthday Leave.
Gym Membership Subsidy.

Job Type: Full-time

Salary: RM13,000.00 - RM17,000.00 per month

Work Remotely:

Temporarily due to COVID-19",MYR,17000.0,13000.0,MYR,17000.0,13000.0,"Salary: RM13,000.00 - RM17,000.00 per month",Chief Data Scientist,https://malaysia.indeed.com/viewjob?cmp=Jobify.my&t=Chief+Data+Scientist&jk=af35028edad2ea06&vjs=3,2021
Kuala Lumpur,Limpopo Technology Sdn Bhd,MY,"Job brief

We are looking for a Full Stack Developer to produce scalable e-commerce software solutions. You’ll be part of a cross-functional team that’s responsible for the full software development life cycle.

As a Full Stack Developer, you should be comfortable around front-end & back-end coding languages, development frameworks and third-party libraries. You should also be a team player with a passion for market-place application creation.

If you’re also familiar with Agile methodologies, we’d like to meet you.

Full Stack Developer Job Duties and Responsibilities

· Develop, record and maintain cutting edge web-based PHP applications on portal plus premium service platforms

· Build innovative, state-of-the-art applications and collaborate with the User Experience (UX) team

· Ensure HTML, CSS, and shared JavaScript is valid and consistent across applications

· Prepare and maintain all applications utilizing standard development tools

· Developing back end website applications

· Designing and developing APIs

· Creating servers and databases for functionality

· Utilize backend data services and contribute to increase existing data services API

· Lead the entire web application development life cycle right from concept stage to delivery and post launch support

· Convey effectively with all task progress, evaluations, suggestions, schedules along with technical and process issues

· Document the development process, architecture, and standard components

· Coordinate with co-developers and keeps project manager well informed of the status of development effort and serves as liaison between development staff and project manager

· Keep abreast of new trends and best practices in web development

· Work in Agile environment and group setting in order to provide timely, effective, and customized software solutions to stake holders

· You will support both on premise and cloud hosted enterprise applications.

· You will work with Scrum Masters, Business Analysts, and Developers to facilitate the flow of continuous development through a secure, stable pipeline.

Full Stack Developer Requirements and Qualifications

· Bachelor's degree in computer science, business, or a related field

· You have 3+ years developing web applications using the Angular 2 – 7 frameworks or other modern JS frameworks such as React and Vue

· You have 3+ years developing with and using JavaScript, TypeScript, CSS3, and HTML5

· You have 3+ experience developing unit test with tools such as Jasmine and End-To-End testing with tools such as Protractor

· In depth knowledge of object-oriented PHP and Laravel 5 PHP Framework

· .NET Web API is a plus

· You have 2+ years of experience with repository tools such as Git or Bitbucket and project tracking systems such as Jira

· You have experience working in sprints and/or Kanban.

· You have experience working in Agile environments and applying automation techniques with multiple teams operating in parallel to accomplish large initiative deployments.

· You have a bachelor’s degree or relevant work experience in the build/automation subject area.

Job Type: Full-time

Salary: RM5,000.00 - RM12,000.00 per month

Schedule:

Monday to Friday

Experience:

Full Stack developer: 3 years (Preferred)

Work Remotely:

No",MYR,12000.0,5000.0,MYR,12000.0,5000.0,"Salary: RM5,000.00 - RM12,000.00 per month",Full Stack Developer,https://malaysia.indeed.com/viewjob?cmp=Limpopo-Technology-Sdn-Bhd&t=Full+Stack+Developer&jk=aa410fed987ebaaa&vjs=3,2021
Kuala Lumpur,polymorph recruitment,MY,"Position: SENIOR IT BUSINESS ANALYST (SAP SD)
Location: KL

JOB DESCRIPTION

What's the role?
We are looking for a Senior IT Business Analyst to support, explore and enhance the current business and tool-based processes in our IT Tool Services team and to provide professional advice to build digital solutions in our application landscape, which combines mobile applications and cloud-based solutions with one of the largest SAP ERP (S/4 HANA) single instance implementations in the world.

You will be in our strategic IT location in Kuala Lumpur, Malaysia, and be part of a team of process consultants, solution architects, software engineers, project managers, and business counterparts, which are located all over the world. In this highly challenging and motivating environment, we provide you the opportunity to interact with business counterparts and to take over responsibilities for crucial parts of the team.

What does the role involve?
In this challenging global role, your core areas of responsibilities will be:

As the global expert for systems and processes all-around product information, you will consult, train and support the Global Marketing community with the right setup for their product data and information in preparation for product launches.
You will drive and support the continuous improvement of the systems based on the feedback from your daily interaction with the users. In doing so, you will work closely with your teammates and the IT department.
Based on your capabilities you will drive and support projects to further improve and enhance the system landscape.

Requirement:

Bachelor’s or Master’s degree in Information Systems, Computer Science, Business Administration, or related fields with Cumulative Grade Point Average > 3.5 or similar grading is a must. Ph.D. will be an added advantage.
At least 5 years of experience in SAP ERP modules like SD, SM, CS, or similar.
Knowledge and experience in SAP ERP (S/4 Hana) environment will be an added advantage.
Proven business acumen and customer focus providing solutions to add value.
Demonstrated strong analytical, problem-solving, organizational, interpersonal, and communication skills required.
Creativity, willingness to embrace new ideas and methodology.
Fluent in English (both spoken and written)
Below 45 Years old

What do we offer?
Show us what you’re made of and we’ll offer you opportunities to move around the business – to work abroad, experience different job functions, and tackle different markets. It’s a great way to find the right match for your ambitions and achieve the exciting career you’re after.

We have a very thorough people review process, unlike any we know of in any other business. We can pair talent with opportunities - developing our people in their current roles or challenging them to work in new ways or in new places. It’s how we find the right fit, further our teams personally and professionally, get the best value for each employee, and increase job satisfaction. Additionally, we offer you a wide range of benefits.

Remuneration:
Salary: Up to RM15,000

Job Type: Full-time

Salary: RM1.00 - RM15,000.00 per month

Schedule:

Monday to Friday

Experience:

SAP ERP modules : 5 years (Required)

Education:

Bachelor's (Required)

Work Remotely:

No",MYR,15000.0,1000.0,MYR,15000.0,1000.0,"Salary: RM1.00 - RM15,000.00 per month",SENIOR IT BUSINESS ANALYST,https://malaysia.indeed.com/viewjob?cmp=polymorph-recruitment&t=Senior+IT+Business+Analyst&jk=029d83c3e1c617d4&vjs=3,2021
Kuala Lumpur,Kuala Lumpur,MY,"Job Responsibilities  *

Responsible for timely documentation of technical design and specifications in accordance with the business specifications and Allianz project standards  Ensure timely completion of business application coding with project schedule  Compliance of frontline development functions to System Development Guideline and Standards.  Quality of frontline systems developed and implemented in fulfilling system specifications and user requirements.  Constant communication with team members/users/vendors  Keeping up to date with advances in computer technology and how this affects the business environment.  Computer Science fundamentals in object-oriented design, data structures and algorithm design, and complexity analysis  Collaborate daily with other frontend developers, backend developers, full software development lifecycle.  Software development fundamentals, including testing, troubleshooting and using version control (we use SVN).  Build responsive design, handle page navigation and turn mock-ups into web pages quickly and according to spec.

Job Requirements  *

Candidate must possess at least a Bachelor's Degree, Post Graduate Diploma, Professional Degree, Computer Science/Information Technology or equivalent.  At least 5 year(s) of working experience in the related field and ability to guide and review the codes of the junior developer for Senior position.  Strong knowledge of HTML5, Bootstrap 3 and above, CSS 3, Angular Material, Responsive Web/Mobile/Tablet Layouts and writing cross-browser compatible code.  Proficient in Scripting Languages: JavaScript, Angular 6 and above, NodeJS, typescript to develop User interfaces for Modern Rich Internet Applications  Experience using data interchange formats, such as JSON or XML.  Ability to create component-based reusable and testable modules and pages.  Maven Build scripts from SIT to Production environment for manual deployment and jenkin auto deployment experience.  Familiar with and/or have experience with Agile development under the SCRUM methodology.  Highly adaptable and ability to pick up new skills in a short period of time.  Team player with excellent communication skills.  Experience in backend such that Java and oracle database will be added advantage.  Committed and able to work under pressure to meet assignment deadline.  Able to work independently with minimal supervision.

Job Types: Full-time, Contract

Salary: RM7,000.00 - RM13,000.00 per month

Schedule:

Monday to Friday

Work Remotely:

No

COVID-19 Precaution(s):

Remote interview process
Temperature screenings
Social distancing guidelines in place
Sanitizing, disinfecting, or cleaning procedures in place",MYR,13000.0,7000.0,MYR,13000.0,7000.0,"Salary: RM7,000.00 - RM13,000.00 per month",Angular Developer,https://malaysia.indeed.com/viewjob?cmp=Idealseed-sdn-bhd&t=Angular+Developer&jk=843c2655939a290f&vjs=3,2021
- New-Grad,Agensi Pekerjaan J Recruit Sdn Bhd,MY,"Our Client is an award winning technology and R&D powerhouse in the media industry.

We are currently assisting them to look for:

DevOps Engineer

What is in it for you

Competitive compensation package
Energizing and supportive work environment
Benefits

Responsibilities

Automate deployments of Our Client's SaaS offerings for both public and private cloud.
Develop scripts to improve visualization of monitoring data to decrease troubleshooting and resolution time.
Design procedures for system troubleshooting and maintenance.
Continuously monitor (along with other team members) our Client's production SaaS instances.
Develop and test operational continuity scenarios in SaaS test and staging environments to improve operational robustness and develop recovery procedure.

Requirements

Bachelor degree in Computer Science, Information Technology, Computer Engineering or related.
At least 1 year of experience in DevOps(Fresh Graduate with DevOps aptitude are welcome to apply)
Strong background in Linux/Unix administration (Windows administration experience is a plus).
Strong experience with automation/configuration management using Ansible, Puppet, Chef or
equivalent.
Strong experience with infrastructure as code tools such as AWS Cloudformation, Terraformor
equivalent.
Strong experience deploying code to AWS, MS Azure or Google Cloud.
Experience with scripting language such as Python, Perl and/or Ruby or equivalent.
Able and willing to work on weekends and night shifts.",MYR,6000.0,4500.0,MYR,6000.0,4500.0,"RM 54,000 - RM 72,000 a year",DevOps Engineer - Open for Fresh Graduate with DevOps aptitude,https://malaysia.indeed.com/viewjob?jk=ebc0e24516155342&from=serp&vjs=3,2021
KL Eco City,Acora Solutions Sdn Bhd,MY,"Key Responsibilities:

Develop and maintain web-based software in PHP.
Maintain the integrity of data, backend services and front-end services.
Monitor bugs, exceptions and daily operational support with technology team.
Coordinate with other departments and product owners.
Communicate with team to solve business problems, provide solution flows and UI brainstorms.
|- Job Requirement:
Must be able to converse in good English in order to understand. Knowledge in Mandarin is a plus.
Must have prior experience in CodeIgniter.
Experienced in generating PDFs, Excel, File Upload/Management
In-depth knowledge of object-oriented programming.
Familiar with Web API technologies
Clean code practices, serious in indentation, readable code.
Must be familiar with the industry-standard security practices.

Qualifications:

Candidates must have at least a Bachelor’s Degree in Computer Science/ Information Technology or its equivalent. Experience:
At least 2 years’ experience as a Back-End Developer in PHP programming, MySQL, HTML5, CSS and JavaScript.

Personal qualities:

Good interpersonal skills.
Hardworking and able to multi-tasks.
Good time management and always adhere to the timeline.
Positive attitude and self-motivated.
Proactive and committed to complete assigned tasks.",MYR,9000.0,6000.0,MYR,9000.0,6000.0,"RM 6,000 - RM 9,000 a month",PHP Developers,https://malaysia.indeed.com/viewjob?jk=6bc8c752e8afda2d&from=serp&vjs=3,2021
Kuala Lumpur,CareerMaster Sdn Bhd,MY,"Job Description

CM02779

Full Stack Software Engineer or Architect

RM 3,000 – RM 7,000

Location: Kuala Lumpur

Client's Profile:

IT solution provider

Working Days: 5

Attractive Benefits Include:

Fixed Basic
Insurances
Yearly Variable Bonuses
Friendly, well-organized, systematic, high-technology environment to work in

Interested candidates, kindly REGISTER your Job Seeker Profile with CareerMaster & APPLY NOW!

Shortlisted candidates will be notified.

JOB RESPONSIBILITIES:

Design and develop highly modular software solution.
Architect and develop high-performance frameworks to connect and query variety of data
Collaborate with data scientists and big data teams to build an analytic product that running on big data technologies and embed with Machine Learning algorithm

JOB REQUIREMENTS:

Min. Diploma/Bachelor degree in Computer Science, Software Development/Engineering or related discipline
Experience in developing highly interactive/responsive web applications
Fully understand microservice architecture and design pattern
Extensive experience with Node.js, HTML5 and CSS
Added advantage for candidate with experience working with Angular, VueJS, MongoDB and/or ElasticSearch
Experience in CI/CD design and implementation is a huge advantage
Candidate with Google Cloud certification has an extreme advantage
Keen eye for good design and user experiences
Understanding of Critical Rendering Path is an added advantage
Experience working in an agile software development",MYR,7000.0,3000.0,MYR,7000.0,3000.0,"RM 3,000 – RM 7,000",Full Stack Software Engineer or Architect,https://malaysia.indeed.com/viewjob?jk=27fb0a9aa4bd0561&from=serp&vjs=3,2021
Bangsar,Reeracoen Malaysia,MY,"Job Category

Application Development Engineer(Web/Mobile)

Industry

Web/Mobile/Game

Job Description

Responsible for website and web application, design & development (frontend and backend).

Must have a very good knowledge of all stages of software development.
Develop new user-facing features using HTML 5 / CSS 3 / JavaScript(React.js)
Maintain quality and ensure the responsiveness of applications.
Collaborate with different teams for the system development life cycle that includes system

analysis, design, development, testing, support, documentation, code review, quality control, and
maintenance.

Use the Ho-Ren-So framework which is utilized as a basic business rule in Japan to conduct

smooth business communication.

Develop solutions to integrate with existing systems.
Study and provide solutions according to clients’ requirements.
Working with graphic designers and converting the design to visual elements.
Understanding and implementation of security and data protection.

Requirement

Education Background: at least a Degree/Diploma in Computer Science or IT related
with experience in Web applications development.
Must-have

Vast experience developing in PHP with CakePHP or any other PHP MVC frameworks.
Familiarity with RDBMS such as MySQL.
Experience in ReactJS,Javascript, jQuery, CSS, SASS & HTML.
Vast knowledge in managing Linux based servers.
Required communication language(s): English (if you are able to speak Japanese, it will be an

advantage).

Development experience in web, mobile, and desktop platforms.
Knowledge in using code versioning tools, such as Git, Mercurial or SVN.
7-10 year(s) of working experience in the related field is required for this position.

Better-to-have

Dev-ops experience with Vagrant, Docker, CircleCI & AWS.

Other Language

English

Benefit

09:00-18:00",MYR,15000.0,9000.0,MYR,15000.0,9000.0,"RM 9,000 - RM 15,000 a month",IT Full Stack Developer,https://malaysia.indeed.com/viewjob?jk=eb9467a6ff9da71b&from=serp&vjs=3,2021
Singapore,Experis Singapore,SG,"Our client is a multinational technology conglomerate holding company in looking for Data Engineer (Backend) to join the team.

Responsibility:

Develop backend modules and interfaces for distributed systems
Work with Project Managers and other teams for integration testing

Qualification:

Degree in Computer Science or related technical field
1+ years working experience in HTTP/RPC API development
1+ years working experience in Golang programming
Experience with backend development for big data platforms

Charles, Lau Ngie Hao License No. 02C3423 Personnel Registration No. R1656741

Please note that your response to this advertisement and communications with us pursuant to this advertisement will constitute informed consent to the collection, use and/or disclosure of personal data by ManpowerGroup Singapore for the purpose of carrying out its business, in compliance with the relevant provisions of the Personal Data Protection Act 2012. To learn more about ManpowerGroup's Global Privacy Policy, please visit https://www.manpower.com.sg/privacy-policy",MYR,16720.0,10640.0,SGD,5500.0,3500.0,"$42,000 - $66,000 a year",Data Engineer,https://sg.indeed.com/viewjob?jk=2c9cb7e7600fee16&from=serp&vjs=3,2021
Singapore,BizCare Personnel Services,SG,"Engineering Assistant (Installer) (contract)

Salary: $2400

Responsibilities:

To coordinate and provide support for the provisioning of NGNBN fibre services to all non-residential sites in shortest possible time, to fulfill and meet the QoS target set by IMDA.

Install, maintain and repair of fibre cables and surface trunking
Splicing of fibre optic cables
Perform trouble-shooting of faults with using GPON meter and power meter/light source.
Conduct regular on-site inspections of on-going works to ensure that contractors adhere to established work procedures such as end-to-end testing, installation standards and safety work processes
To supervise staff and contractors to complete projects.

Requirements:

O level/ ITE with 1-2 years related experience

Class 3 driving license.

Candidates with electrical cabling skills advantageous
Candidates with experience with use of splicing machine advantageous

**Fresh graduate or Candidates with no relevant experiences are welcome to apply as on job training will be provided

Data Migration Manager (Telco)

Working hour: 9am-6pm (Mon-Fri)

Responsible for the Data Migration track as part of the implementation of a large-scale Operating Support System /Business Support System (OSS/ BSS) to ensure the successful conversion of data in the current systems to the new system.

Responsibilities:

Delivery and Technical Management

Lead and manage the entire Data Migration track from inception through to post-live in accordance with the agreed Scope of Work

Partner the incumbent vendors, new vendor, user champions and IT teams in the following:

Develop the data migration strategy for the conversion of data from the current systems, including standalone files, into the new system

Prepare and execute data migration plan

Develop the entire Data Migration Work Plan clearly depicting all tasks/activities and the associated target completion dates and owners

Facilitate the following between the new vendors, incumbent vendors and user champions:

Migration processes and operation

Data and object mapping between source and target data sets

Mapping may involve multiple source systems to single target

Data conversion requirements

Ensure data readiness for training, all testing stages

Data reconciliation and remediation plan, exception handling and fallout

Data migration test plan including test and quality reviews

Oversee the testing of different data loads with a view of identifying underlying issues and remediation plans and follow up to ensure complete closure by the appropriate stakeholders

Lead and coordinate with the user champions, IT peers and IT teams in the following:

Perform source system data analysis

Identify data cleansing rules and methods

Manage, coordinate and track the data cleansing activities

Develop Data Templates, Tools and Cleansing guidelines and techniques

Quality reviews

Identify, analyse issues, make recommendations, and escalate issues for resolution in a timely manner

Manage the reporting and data warehousing solution delivery from vendor(s)

Support deployment of solution, cutover planning and execution activities

Provide weekly and ad-hoc progress updates

Ensure that designated IT vendors meet contractual obligations

Develop approval papers for additional data migration services

Attend to any other reasonable duties as assigned by the Project Director

Risk Management

Manage the Company’s contractual obligations for data migration

Manage and track the data migration scope, timelines, milestones and committed deliverables closely

Identify and communicate project risks (technical and non-technical) impacting time, quality and cost of deliverables

Develop the mitigation plans with the Project Management team and relevant stakeholders and ensure the timely execution of the risk mitigation plans

Track and maintain the Action Items log, Issues log, Risk Log for data migration

Stakeholder and People Management

Work with all internal and external stakeholders to achieve project goals

Requirements:

• Degree in IT/ Computer/ Telecommunications Engineering/ equivalent with 8 years experience in implementing a telecommunication operational support system, business support system, enterprise software system

Strong technical knowledge in the areas of telco network fibre technologies, models and architecture, telecommunications engineering and operations.

Have experience in business and requirements analysis, systems engineering and software implementation, project management, ETL, data migration, testing and production migration

Hands-on experience in ETL, data migration, testing, production migration of Network Inventory /GIS such as GE SmallWorld and Hexagon Intergraph G/Technology for Network Planning

Hands-on experience in data migration, testing, production migration of OSS/BSS - Order Management /Service Provisioning, Service Assurance, Work Force Management, CRM, Finance, Warehouse, Data Management systems.

SME in Oracle or MS SQL database, data migration scripts, PL/SQL or SQL database programming, database design, database tuning

Possess good interpersonal skills, deep analytical skills, excellent communication skills

Strong vendor management and negotiation skills

Experienced in managing and interfacing face-to-face with users and vendors/product groups/developers as well as technical skills.

Able to influence and negotiate well

CYBER Security Analyst

Working hour: 9am-6pm (Mon-Fri)

Responsible for the maintaining of and improving the organization’s cybersecurity posture on an ongoing basis working with external experts to implement security solutions, and work with vendors to monitor, detect and contain cybersecurity incidents to minimize impact to the organization.

Responsibilities:

Review and develop security framework, information security policies, processes / procedures and guidelines on an ongoing basis

Work with vendor to conduct security assessments and penetration tests

Identify security gaps, perform threat risk assessments in current setup and propose mitigating measures

Standardize and refine security incident response and escalation processes

Mitigate and contain threats when detected

Escalate security incidents and non-compliances on a timely basis

Work with IT infrastructure team to evaluate, implement and enhance the network perimeter security, endpoint security, SIEM

Monitor information security alerts triage, mitigate, and escalate issues as needed

Conduct information security awareness training

Provide security advisory to end users on regular basis

IT Security Management of various aspect, e.g. network security, server security, application security, end point security, email security, physical access security, logical access security, etc.

Keep abreast of industrial IT security advancements and introduce appropriate security enhancements to IT infrastructure and systems

Requirements:

Degree in Engineering, Science/ IT/ equivalent with 5-6 years experience in cybersecurity management and security governance

Possess CISSP, CISM/ equivalent IT security certifications. CISA certification will be advantageous

Prior IT security consulting and/or IT Network experience will be advantageous

Good working knowledge of security risk management, security governance framework and compliance (IT Security Audit /log review), technical vulnerability management (vulnerability assessment, penetration testing), application security, security technologies (system hardening, IDS/ IPD, firewall), security incident response and security assessment

Strong understanding of ISO27001 standard

Hands-on experience at least 4 of the following IT Security Tools:

a. Next Generation Firewall (e.g., FortiGate, Palo Alto, Cisco FirePower)

b. Tenable Security Center Continuous View

c. Endpoint Protection (e.g., Symantec, Trend Micro, Sophos Endpoint)

d. Email Security (e.g., FireEye ETP, Cisco Email Security)

e. Data Loss Prevention (e.g., Symantec, ForcePoint, Digital Guardian)

f. SIEM (e.g., Splunk, QRadar)

Have understanding of Risk Management, Disaster Recovery, Business Continuity and IT Regulatory Compliance

Excellent interpersonal and communication skills

Associate Engineer, Data Analyst (contract)

Working hour: 9am-6pm (Mon-Fri)

Responsibilities:

To handle the collection, storage, analysis, manipulation and rectification of complex geographical information which capture the company core business.

Involved in the production of maps, analysis and troubleshooting of data which will help in planning & delivery of services.

Focus on analysis of the data and assisting the various internal customers in meeting the service delivery.

To build and establish an effective communication to various parties in supporting and meeting the requirement within the shortest time.

Responsible in assisting the success of IT in the respective OSS/BSS system by ensuring both efficiency and effective proposed solutions. The performance of the applications, in production, directly affects the revenues and as such operational considerations are key component of the design remit.

Perform daily troubleshooting on the errors encountered during the data file loading and raise from users

Application supports/troubleshoot to all users

Requirements:

Diploma in IT/ Computer Engineering/ equivalent.with 1-2 years related experience in GIS will be added advantage.

Good programming skills on Oracle PL/SQL scripts, Perl, Java and/or PHP programming.

Results and goal-oriented individual who possesses initiative, good interpersonal and communication skills.

• **Fresh graduate or Candidates with no relevant experiences are welcome to apply as on job training will be provided

System Analyst, Geographical Information System (GIS)

Working hour: 9am-6pm (Mon-Fri)

Responsibilities:

Provide the GIS support as part of the overall Operations System Support (OSS) solution. To perform system administration tasks, application development mainly on the GIS and GIS related applications

Work with internal and external parties on technical solutions and solution implementations

Review technical specifications and perform technical analysis of the requirements and solution design for technical solutions

Ensure that all requirements are captured and work with vendor on the User Acceptance Tests specifications

Manage technical project and ensure successful implementation by performing regular progress/performance monitoring.

Able to front users independently for the purpose of gathering and analysing requirements while presenting solutions/workarounds and system changes.

Provide 2nd and 3rd level support for all GIS and GIS related applications.

Support application software configuration, programming, enhancement and testing based on changing business requirements.

Perform administrative activities for the GIS and GIS related-systems.

Provide technical support to the team members and also, effectively sharing the knowledge with team members.

Develop high-quality tools and deliver them on time.

Participate in DR exercises.

Requirements:

Diploma or Degree in IT/ Computer Engineering/ equivalent with 5-7 years of hands-on experience with at least one GIS (e.g. GE Smallworld, Hexagon G/Technology), including Magik, Java, and .Net programming languages.

Hands-on experience in developing tools for GE Smallworld PNI (Physical Network Inventory), GSS (Geo-Spatial Server) and troubleshooting skills.

Hands-on experience in installing and configuring GIS System such as GE Smallworld and Hexagon G/Technology for Engineering Planning / Implement / Maintain will be a plus.

Strong understanding of the telecom Physical Network Inventory (PNI) data structure will be an added advantage.

Ability to deliver high-quality service consistently to all stakeholders.

Possesses significant knowledge of client/server and web-based system architecture.

Strong vendor management and negotiation skills.

Able to influence and negotiate well.

Logical thinking/ approach to problem solving in a time sensitive challenging environment

To apply:

Please email Photo and Resume in Microsoft Word format

Please state your Position/ positions applied on the “on TOP” of your resume.

Please state Available Commencement Date or notice period

Please state current and last SALARY and Expected Salary in your resume.

Please state Reasons for leaving current & previous Employment.

'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, Diploma
Minimum of 1 year(s) experience needed for this position",MYR,21280.0,6080.0,SGD,7000.0,2000.0,"$2,000 - $7,000 a month",Engineering Asst,https://sg.indeed.com/viewjob?jk=f9bfc3124f1a5dfb&from=serp&vjs=3,2021
