salary_currency,salary_raw,salary_min,salary_max,description,country,company,url,city,title
,,0,0,"A career in our Assurance Risk Management practice, within Assurance Support services, will provide the opportunity to support our engagement teams and clients by providing advice and counsel on accounting, financial reporting, and strategic business issues. You’ll play an integral role in developing policy, processes, and tools to support the risk assurance practice and will interact daily with engagement teams to help staff navigate the challenging and highly judgmental aspect of the audit practice.

Responsibilities

As a Senior Associate, you’ll work as part of a team of problem solvers with extensive consulting and industry experience, helping our clients solve their complex business issues from strategy to execution. Specific responsibilities include but are not limited to:

Analyse and assess the clients' credit costs, hurdle rate for interest rate pricing and/or credit ratings for loans, in ensuring compliance to IFRS9 / MFRS9 standards and requirements
Develop and maintain the system to assess clients' impairment model are in accordance to MFRS / IFRS 9 requirements
Establish effective working relationships directly with clients

Preferred skills

Proven ability to develop credit impairment model in accordance to MFRS 9 / IFRS 9 requirements
Proven ability to develop scripts / logic extraction rules for data extractions

Minimum years experience required

3 years minimal

Additional application instructions

Please upload the following as attachment :

1. Certificates and transcripts, from SPM/O-levels onwards (both photocopy and original) (1 copy)
2. Latest passport size photograph (1 copy)
3. Photocopy of NRIC (front and back) (2 copies)

Education

(if blank, degree and/or field of study not specified)

Degrees/Field of Study required: Degrees/Field of Study preferred: Bachelor Degree - Actuarial Science

Certifications

(if blank, certifications not specified)

Desired Languages

(If blank, desired languages not specified)

English

Travel Requirements

Available for Work Visa Sponsorship?

Government Clearance Required?

Job Posting End Date",malaysia,,https://malaysia.indeed.com/viewjob?jk=1acfa598aafd7c8e&from=serp&vjs=3,,Senior Associate
$,"$5,000 - $10,000 a month",5000,10000,"Cartrack is looking for passionate data science and engineering candidates that can join a growing team that is responsible for the intelligence and efficiency solution provision to over a million subscribers, many of whom are large fleets. We are in the midst of creating revolutionary platforms that will change the way that people interact with their vehicles.

You will have the opportunity to work with the very brightest global subject matter experts that are transforming the automotive industry across Fleet Management, Asset Management and Insurance Telematics solutions.

Requirements:

Candidates must have relevant experience into any of the following projects -

Routing Optimization
Driver's Behaviour
Computer Vision & Deep Learning
Maintenance
NLP & Chatbots

Possess at least Bachelor's Degree/Post Graduate Diploma/Professional Degree, Master's Degree, Doctorate (PhD) in any field.
At least 2 Year(s) of working experience in the related field is required for this position.
Required Skill(s): Data science, Python, R, NoSQL, PostgreSQL, RDBMS, Linux/Unix/Shell scripting, Cloud Computing etc
Preferably Non-Executive specialized in IT/Computer - Software or equivalent.
Location: Paya Lebar",singapore,CARTRACK TECHNOLOGIES SOUTH EAST ASIA PTE. LTD.,https://sg.indeed.com/viewjob?jk=1a0227076ea35c08&from=serp&vjs=3,CARTRACK TECHNOLOGIES SOUTH EAST ASIA PTE. LTD.,Data Scientist
,,0,0,"Our client is a multinational technology conglomerate holding company in looking for Data Engineer (ETL) to join the team.
Responsibility:

Develop batch & streaming ETL pipelines for company datasets
Work with DA and DS for data requirements and delivery

Qualification:

Degree in Computer Science or related technical field
2+ years working experience in building batch & streaming ETL pipelines
Experienced with Flink, Spark, ClickHouse, Redis and other big data tools
Good understanding of data modelling, big data and perf tuning

Charles, Lau Ngie Hao License No. 02C3423 Personnel Registration No. R1656741",singapore,Experis,https://sg.indeed.com/viewjob?jk=157cd11d0a4fe02e&from=serp&vjs=3,Experis,"Data Engineer (Junior, ETL)"
,,0,0,"Assistant Manager / Manager (PACT), Office for Organisational Transformation (Contract)
You will facilitate collaborations between various institutions and industry partners, and be involved in the co-development of solutions under the Partnership for Capability Transformation (PACT) programme. You will be involved in project management, including budgeting and coordination with external stakeholders on project funds and administration. You will collaborate with various stakeholders and assist with cluster-wide innovation projects. You will also contribute to the Health Technology Innovation through executing outreach events and networking sessions to engage all relevant internal and external stakeholders. In addition, you will promote the culture of innovation within SingHealth by organising workshops, events and forums. You will also provide support in the preparation of budgetary requirements for the PACT programme and assist with the department’s daily operations.

Auto req ID

6466BR

Job Requirements

Job Requirements

Bachelor’s degree in Biomedical Sciences, Bio-Engineering, Engineering, Data Analytics or related fields
At least 6 years of working experience, preferably in healthcare or innovation related industries
Knowledge in Medical Device Regulatory Standards, ISO13485, healthcare technology, Artificial Intelligence in Healthcare will be an advantage
Strong communication and interpersonal skills with the ability to communicate with all levels of staff
Proficient with Microsoft Office application (MS Word, Excel and Powerpoint)

Job Category

Management / Administration

Job Function

Administration Support, Management

Employment Type

Contract Full Time

Location

Singapore

Education Level

Bachelors Degree",singapore,SingHealth,https://sg.indeed.com/viewjob?jk=dc4ffe825a6aaac2&from=serp&vjs=3,SingHealth,"Assistant / Manager (PACT), Office for Organisational Transformation"
,,0,0,"The Research Administration & Development Office (RADO) is established to serve as an administration & liaison office to support all research works at National Heart Research Institute Singapore, National Heart Centre Singapore.

As a RADO executive, you will assist with research grant applications and manage awarded grants. You will update all grant data in the research administration database in a timely manner and upkeep the maintenance of the database. You are responsible for extracting, processing and collating data relating to research KPIs and ensuring data accuracy. You will also liaise with external grant agencies, the Ministry of Health, other hospitals and professional bodies on grant and administrative matters.

In addition, you will assist in the planning, implementation and administration of research policies and programmes. You will be involved in the research space planning and responsible for the maintenance of equipment inventory. You will also provide procurement support on research laboratory equipment and common supplies. Other administrative duties include minutes writing and co-ordinating/organising research meetings, forums, conferences, presentations and training. The selected candidate will be offered employment on 2-years renewable contractual terms.

Auto req ID

7338BR

Job Requirements

Degree in Biomedical Science or Life Science
Proficiency in Microsoft Office applications and data management
Meticulous with demonstrated organisational skill, able to multi-task and work independently
Excellent interpersonal, written and oral communications skills

Job Category

Management / Administration

Job Function

Administration Support

Employment Type

Contract Full Time

Location

Singapore

Education Level

Bachelors Degree",singapore,National Heart Centre Singapore,https://sg.indeed.com/viewjob?jk=8d82cc28067a2271&from=serp&vjs=3,National Heart Centre Singapore,"Executive, Research Administration & Development Office"
,,0,0,"[CANDIDATES WHO REQUIRE WORK PASSES NEED NOT APPLY]

This position reports to the Applied Behavioural Science team. This role requires the individual to demonstrate familiarity with social science research methods (related to applied sociology and/or social psychology) and analysis of research data.

This position supports the Applied Behavioural Science team to design behavioural interventions and to analyse the data collected to understand the profile of the target groups, to fine-tune the effectiveness and efficacy of the intervention programmes

Job Responsibilities

1. Work closely with the team to plan and conduct quantitative and qualitative analyses.

2. Review and conduct published research articles and apply findings to develop behavioural interventions, test protocols to be used in future portions of the study.

3. Use SPSS or other data analysis software to run data analysis tasks such as reliability and validity testing, contingency table formulation and significance testing.

4. Compile test findings and create analysis reports so as to present findings to supervisor(s) or/and other required personnel as and when needed.

5. Travel to field sites to collect and record data and/or samples as appropriate to the specific objectives of the study.

6. Develop or assist in the development of interview schedules; contact potential subjects to introduce and explain study objectives and protocol and to arrange interviews, either in person, by telephone or by other forms of communication.

7. Perform subject intake interviews or conduct surveys, administer tests, code data and track subject information, recording data at the end of each visit.

8. Review and edit data to ensure completeness and accuracy of information; follow up with subjects to resolve problems or clarify data collected.

9. Maintain accurate records of interviews, safeguarding the confidentiality of subjects, as necessary.

10. Preparation of articles, reports, presentations, workshops and other administrative-related tasks

11. Perform job-related ad-hoc duties as assigned.",singapore,NATIONAL HEALTHCARE GROUP PTE LTD,https://sg.indeed.com/viewjob?jk=17555a1cef543eb4&from=serp&vjs=3,NATIONAL HEALTHCARE GROUP PTE LTD,Social Science Researcher
,,0,0,"Job no: 494233
Work type: Contract, full-time

The Humanities, Arts, and Social Sciences (HASS) cluster at the Singapore University of Technology and Design (SUTD) seeks applicants for a full-time tenure or teaching track faculty position in Urban Studies and Policy. Appointments will be made on an initial 3-year contract with the possibility of renewal.

Urban Studies and Policy (USP)

We seek candidates with a focus on (spatial) data science, urban informatics, or other computational social science approaches to studying urban issues. Specific areas of interest may include urban network analysis, neighbourhood dynamics, housing, or the complex interrelations between technology and the city. An interest in Asian cities or comparative urbanism is desirable. The ideal candidate will have a strong foundation in statistical, data science and or/machine learning methods and applies these methods with a critical perspective in the urban domain.

The selected candidate will play a vital role in teaching computational methodology in the MSc in Urban Science, Policy and Planning (MUSPP) programme as well as SUTD’s interdisciplinary undergraduate education. This position is part of a broader university-wide focus on both ‘Cities’ and ‘Artificial Intelligence’. The ideal candidate will complement and strengthen the HASS cluster and collaborate with colleagues across SUTD that work on similar topics from architecture, engineering and computer science perspectives.

Applicants should have expertise in one of the following areas: urban spatial analysis; spatial data science; or urban policy, planning and governance. Candidates should hold a PhD in Urban Planning, Geography, Public Policy, Political Science, or related field and be active researchers with commitment to interdisciplinary research collaborations. The successful candidate will strengthen the department’s teaching and research focus on urban issues and play a key role in managing and developing SUTD’s MUSPP Programme.

Application Details

Singapore University of Technology and Design (SUTD) offers Engineering and Architecture degrees with a strong emphasis on creating a better world by design through nurturing socially cognizant innovators, technologists and entrepreneurs. The HASS cluster plays a pivotal and critical role in the university’s commitment towards world class teaching and research excellence. The current HASS faculty bring core expertise in anthropology, economics, film studies, geography, history, literature, media and communication, philosophy, psychology, sociology, and urban studies. This unique combination of interdisciplinary faculty has given rise to thought-provoking research and teaching that contribute significantly to particular disciplines, as well as interdisciplinary projects with other pillars at SUTD such as Architecture and Sustainable Design (ASD), Engineering Product Development (EPD), Engineering Systems and Design (ESD) and Information Systems Technology and Design (ISTD). For more information please visit the following websites: https://www.sutd.edu.sg/ https://hass.sutd.edu.sg/

SUTD’s academic year consists of three terms, with every third term designated as research term.

We specifically seek creative scholars/practitioners with the potential for developing new directions in humanities and social sciences teaching and research, and who are interested in joining an interdisciplinary group of scholars at an engineering and design university.

The successful candidate is expected to contribute to the development and functioning of both the HASS program and SUTD. This includes teaching and developing courses in their speciality, in addition to teaching in the department’s team-taught core courses. He or she must hold a Ph.D. degree or equivalent in an appropriate field by the start date.

Candidate should submit the following materials to hassjobs@sutd.edu.sg:

A cover letter
A statement of current and future research plans
A statement of teaching experience and philosophy
A 500-word description and select bibliography of up to ten readings for two courses you may wish to offer
A curriculum vitae
Two representative publications (e.g. articles, book or dissertation chapters, or works in progress)
Names, affiliations and email addresses of three referees

In your application, please indicate the position for which you are applying by specifying “HASS (Urban Studies and Policy) 2019/2020 Search” in your email subject line. Full consideration will be given to applications received by 2 January 2019, though we will accept applications until the position is filled.

For more information about these positions, please contact hassjobs@sutd.edu.sg.

Advertised: 24 Oct 2019 Singapore Standard Time",singapore,Singapore University of Technology and Design,https://sg.indeed.com/viewjob?jk=a509d542dffbc175&from=serp&vjs=3,Singapore University of Technology and Design,Faculty Members (HASS)
,,0,0,"Help us improve access to life-changing therapies that can transform human health
We are Cytiva, a global provider of technologies and services that advance and accelerate the development and manufacture of therapeutics. Formerly part of GE Healthcare, we have a rich heritage tracing back hundreds of years, and a fresh beginning since 2020.

Our customers undertake life-saving activities. These range from fundamental biological research to developing innovative vaccines, biologic drugs, and novel cell and gene therapies. Our job is to supply the tools and services - the pots, pans, soups and sauces - they need to work better, faster and safer, leading to better patient outcomes.

What you’ll do

Key responsibilities/essential functions include:
Inspecting incoming raw materials according to approved procedures and specifications.
Performing sampling and testing on raw materials, ensuring conformance to specifications by adhering to approved procedures and in accordance to stipulated deadlines
Performing finished product testing according to approved procedures and specifications.
Discarding or rejecting finished products and raw materials that do not meet approved specifications
Reporting inspection and testing results with those responsible for products, materials and/or facilities.
Maintaining accurate paper and electronic records
Performing document/record/data archival
Complying with EHS regulations & policies
Who you are

Quality Specific Goals:
Aware of and comply with the Cytiva Quality Manual, Quality Management System, Quality Management Policy, Quality Goals, and applicable laws and regulations as they apply to this job type/position
Complete all planned Quality & Compliance training within the defined deadlines
Identify and report any quality or compliance concerns
Have knowledge and understanding of QC test procedures to ensure products conform to their specifications
Ensure the creation of accurate, complete and timely records

Required Qualifications:
Polytechnic graduate (Science) with reasonable work experience OR equivalent relevant work experience
Reasonable manual dexterity
Reasonable laboratory experience
Extremely detail and accuracy-oriented with reasonable written and verbal communication skills
Computer literate (Word, Excel, Electronic Documentation System)
Knowledge and experience of a GxP environment or other regulated industry, if possible
Excellent numeric skills

Who we are
Whatever your role, we bring purpose and challenge into our everyday work. If you are driven to make the world a better place thanks to science and medicine, you’ll feel right at home here. If you’re flexible, curious and relentless, you’ll belong. If you are excited about a global culture, this can be the place to further your career.

Want to know more? Experience life at Cytiva on our Careers website , Instagram channel and LinkedIn page !

Cytiva is global life sciences leader with over 7000 associates across 40 countries who are dedicated to our mission to advance and accelerate therapeutics. As a trusted partner to customers that range in scale and scope, Cytiva brings efficiencies to research and manufacturing workflows, ensuring the development, manufacture and delivery of transformative medicines to patients.

Cytiva is part of the Danaher family of companies, a global science and technology innovator committed to helping customers solve complex challenges and improving quality of life around the world.",singapore,Cytiva,https://sg.indeed.com/viewjob?jk=cb258b427cc97f46&from=serp&vjs=3,Cytiva,Quality Control Inspector
,,0,0,"About us

At Dyson we demand the highest standard of performance from the technologies we engineer. Our people expect the same from the technology that supports them. We are a community that appreciates and advocates better engineering. A community of pioneers.

Our IT team’s aim is to create robust architecture, to manage data effectively and efficiently and to continue to grow our world-class team. Join us as a graduate and you’ll play an integral role in enabling business acceleration, growth and success.

About the role

It’s no secret that our intellectual property is massively critical to our success and Dyson’s Cyber Security department works tirelessly to keep our secrets secret, using world class technologies to stay one step ahead of the game.

As a Cyber Security Graduate, you’ll be challenged to think like a hacker and anticipate their every move, researching the latest threats and exploring every angle. As part of the Security team, you’ll play a part in designing the technology solutions that keep us at the top of our game, refining our processes, stressing our systems, and making sure we’re well honed.

You’ll deliver activities to support IT security projects, resolve day to day IT security problems, respond to incidents, manage security testing, and provide good practice guidance to projects and business units.

Over the course of this two year programme you’ll develop your expertise across a series of placements. Depending on your skillset and aspirations, you could spend time in the following roles:

Security Analyst – Operations
Security Analyst – Threat & Vulnerability
Security Analyst – Defence
Offensive Security Engineer
Cyber Security Architect

In addition, you’ll be supported with a development framework designed to provide the technical and commercial know-how to help you drive your Dyson career.

The work will be challenging and varied but you’ll be getting stuck in from day one, helping to influence the future of Dyson technology.

About you

Working at the forefront of technology is tough so standards and expectations are high. You’ll be contributing to live projects from the start so you’ll need to be curious, hungry to learn and ready to get stuck in. But it’s not just about technical expertise. You’ll need to:

Be studying towards a Computer Science, Computer Engineering, Information Systems, IT, Cyber Security, Business or related discipline
Be graduating in August/September 2021
Be able to evidence your passion for delivering projects, either through your university projects or as part of your co-curricular activities
Be able to thrive in Dyson’s fast-paced environment
Knowledge of information security technologies would be advantageous

Above all, you’ll want to play a key part in bringing the next generation of Dyson technology to the world.

For your application to be considered, you are required to upload the following documents together with your online application:

Detailed resume with expected year of graduation
Updated academic transcript/degree audit

Please note that you should only apply to one graduate position as multiple applications will delay the selection process. We will consider you for other graduate roles should you have the relevant skillset or experience.

Shortlisted candidates will undergo our early careers recruitment and selection process which could include digital assessments and interviews.

Benefits

Professional growth, leadership development and new opportunities abound, driven by regular reviews and dynamic workshops. And with a vibrant culture, the latest devices and a relaxed dress code reflecting our engineering spirit, it’s an exciting team environment geared to fuelling and realising ambition.

Interview guidance

We are following the government guidelines regarding COVID19. At this time all interviews will be conducted via video or telephone. We’re taking these precautionary measures to protect both our employee and candidate wellbeing. Our Talent Acquisition team will work with you and provide further information as appropriate.

Closing date: 05 February 2021",singapore,Dyson,https://sg.indeed.com/viewjob?jk=e72d299429f8fdbe&from=serp&vjs=3,Dyson,Cyber Security Graduate 2021- Singapore
$,"$48,000 - $60,000 a year",48000,60000,"Responsibilities

Responsible for the data management operations of Facilities and Estates Management which includes inspecting, cleansing, transforming and modelling data with the goal of providing valuable insights to the performance of the facilities and estate, discovering useful information to support data driven decision-making in the management of the properties.

Develop and manage the data standardization, data management and data nomenclature so that the data is intuitive to the end-user.
Assist to identify the data requirements for the various processes, workflows and systems to achieve the objective of providing insights and data driven decision-making.
Assist to establish and review IT architecture, standards, design and implementation approaches of existing and future systems used for facility monitoring, management and workflow.
Identify and develop methodologies to consume various file structure and formats (i.e. flat file format, word, excel) from different data sources using automation and/or scripting to drive productivity.
Analyse both raw and computed data using analytics tools and software to draw data co-relations to derive predictions on impending breakdown/faults that may occur if no intervention is done so as to improve the service quality.
Compute and maintain the asset lifecycle costing and monitor operational data generated from systems including, energy consumptions, faults, feedbacks, etc for better service quality and sustainability.
Develop in-house analytics capabilities, for both traditional and non-traditional data sets including analog data, video data, audio data analytics. This includes the ability to code analytics protocols and modify program codes.

Requirements

Minimum Degree in Computer Science or Computer Engineering or Analytics
Familiar with data ingestion, data processing and analytics software and techniques
Good communication and presentation skills
Innovative in solving or improving process/issues
Able to work independently

Interested candidate, please submit your updated resume in MS WORD format to: wheijie.[Click Here to Email Your Resume]

We regret that only shortlisted candidates will be notified.

Name: Yong Whei Jie
Registration Number: R1110096
EA Licence Number: 02C3423

Octavius, Whei Jie Yong EA License No.: 02C3423 Personnel Registration No.: R1110096

Please note that your response to this advertisement and communications with us pursuant to this advertisement will constitute informed consent to the collection, use and/or disclosure of personal data by ManpowerGroup Singapore for the purpose of carrying out its business, in compliance with the relevant provisions of the Personal Data Protection Act 2012. To learn more about ManpowerGroup's Global Privacy Policy, please visit https://www.experis.com.sg/privacy-policy

Bachelor's / Honours, Masters / PhD
Minimum of 1 year(s) experience needed for this position",singapore,Experis Singapore,https://sg.indeed.com/viewjob?jk=5a717fbb2ec4f359&from=serp&vjs=3,Experis Singapore,Data Analytics Specialist
,,0,0,,,,,,
,,0,0,"Responsibilities

DSO National Laboratories (DSO) is Singapore’s largest defence research and development (R&D) organisation, with the critical mission to develop technological solutions to sharpen the cutting edge of Singapore's national security. At DSO, you will develop more than just a career. This is where you will make a real impact and shape the future of defence across the spectrum of air, land, sea, space and cyberspace.

The Information Division focuses on capabilities and technologies that enables the SAF to harness and exploit information in the battlefield. Capability areas include cyber security, data analytics and fusion, artificial intelligence, robotics autonomy, manned-unmanned system teaming, and vulnerabilities assessments and operations research. The Information Exploitation Lab conducts cutting-edge research into state-of-the-art technologies in Artificial Intelligence and Data Analytics, from which we develop exciting solutions that address both current and future needs of our defence and national security. These solutions are realised as systems that find and extract actionable information from diverse sources and derive operational insights from massive data in a timely manner. We explore advanced AI techniques in Natural Language Processing, Computer Vision and Computational Cognition to analyse the content in multiple modalities.

People are DSO’s greatest asset. You will get to realise your career aspirations and develop your own niche either as a deep technical expert or a leader in the team. With frequent career dialogues and a robust training and development framework, we will provide you with the necessary development tools for you to reach your potential. You will also be recognised and rewarded through competitive remuneration packages and scholarship opportunities.

What does a Data Analytics Engineer do?

In this role, you will:

Conduct research and develop technical solutions for the SAF in data analytics with consideration of their mission and operational environment
Be part of a research team working on applying advanced AI methods to challenging data analysis problems
Design, implement, test and validate scalable and robust artificial intelligence algorithms for making sense of a variety of big data such as text, images, videos and networks

Requirements

Who we are looking for

You would have/be:

Masters / Bachelor's Degree in Computer Engineering, Computer Science or Statistics
Proficient in C, C++, Java or Python programming language will be advantageous
Able to do independent research and capable of adapting or formulating effective algorithms",singapore,DSO National Laboratories,https://sg.indeed.com/viewjob?jk=43980023f07c3aab&from=serp&vjs=3,DSO National Laboratories,Data Analytics Engineer
,,0,0,"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.
The massive scale and heavy engagement of the people using our products make the Facebook platform an ideal place for marketers to build their brands. It also makes the platform an ideal place to conduct analyses to learn how to improve marketing in the new mobile and value first world. The successful candidate will focus on investigating and understanding the current best practices for advertising on Facebook as well as using data science to discover new strategies. They will also be focused on consulting with advertisers, partnering with our sales stakeholders, and sharing their findings with internal and external audiences. The team works with advertisers across various tiers and segments to test hypotheses, develop strategies, and educate on the best ways to optimize performance. The ideal candidate for this position will be passionate about the Facebook family of businesses (Facebook, Instagram, WhatsApp, Messenger, Oculus) and have worked in either Marketing or Advertising with an analytical approach to understanding media buying practices and its impact on driving outcomes. They will have a proven track record of analyzing and deriving insights from data. They would be intellectually curious, a great communicator, data-driven, a fast learner, strong teacher and able to move fast while keeping focused on high impact projects. Applicants should have a strong quantitative understanding, a strong talent for taking complex concepts and distilling them into clear accessible learnings, and a willingness to empower and help others through sharing their knowledge.

Apply analytical skills to complex quantitative problems, presenting actionable insights to key stakeholders both reactively and proactively
Develop deep understanding of the Facebook Auction, analyzing current performance and developing new strategies for optimization
Work closely with our Marketing Science and sales teams, as well as advertisers directly, to identify, analyze, and scale auction practices
Identify levers for improving advertiser performance across Facebook's ads auction
Present polished findings and recommendations directly to various stakeholders
Elevate key themes to our product research teams that should be focused on deeper investigation or alpha testing of new opportunities
Track record of operating independently, demonstrating creativity, and delivering results
Experience with SQL and development experience in a scripting language such as Python
Auction Expert to manage clients and accounts who business language is Mandarin. Knowledge of Mandarin is essential.

Bachelor's degree in an analytical field (such as Computer Science, Engineering, Mathematics, Statistics, Physics, Economics, or Finance)
5+ years of analytics experience
Experience delivering data-driven insights
Experience communicating concepts to non-technical audiences
Experience influencing and partnering with stakeholders across organizations
Fluent in Mandarin and English",singapore,Facebook,https://sg.indeed.com/viewjob?jk=369e2c4d8791945d&from=serp&vjs=3,Facebook,"Auction Expert, Marketing Science"
,,0,0,"The Government Technology Agency (GovTech) aims to transform the delivery of Government digital services by taking an ""outside-in"" view, putting citizens and businesses at the heart of everything we do. We also develop the Smart Nation infrastructure and applications, and facilitate collaboration with citizens and businesses to co-develop technologies.

Join us as we support Singapore’s vision of building a Smart Nation - a nation of possibilities empowered through info-communications technology and related engineering.

Who we are
GovTech's Data Science and Artificial Intelligence (DSAI) division uses technology and data to help deliver high-quality digital services to citizens and businesses in Singapore. We build software products for government agencies to better understand and use their data to improve operations and decision making.

What the role is
As a software engineer, you will:

Build prototypes to demonstrate technology opportunities
Design system architectures
Write production quality code, and
Manage deployments to cloud and (occasionally) on-premise infrastructure
Learn and share knowledge in a multi-disciplinary team.

Additionally, more senior engineers will be expected to:

Establish best practices
Share your expertise and mentor other engineers
Help with recruiting.

You are not just here to write code, but also to figure out what we should be building and how we should build it.

Your job will be to bring expertise and capability to the public sector. Sometimes this means coding new systems from scratch. Other times this means using the best solutions the community has to offer. We use cloud services, open source software, and commodity hardware as far as possible. Knowing what to build and what to reuse lets us avoid wasting time on solved problems and focus on delivering actual value.

What it is like working here
We build products that serve a variety of agency users, who use them to solve highly meaningful problems pertinent to our society, from transportation, to education, to healthcare. The public sector is full of opportunities where even the simplest software can have a big impact on people’s lives. We are here to improve how we live as a society through what we can offer as a government.

Rapid Prototyping - Instead of spending too much time debating ideas we prefer testing them. This identifies potential problems quickly, and more importantly, conveys what is possible to others easily.
Reliable Productization - To scale an idea, a prototype or a Minimum Viable Product to a software product, we scrutinize and commit to its usability, reliability, scalability and maintainability.
Ownership - In addition to technical responsibilities, this means having ideas on how things should be done and taking responsibility for seeing them through. Building something that you believe in is the best way to build something good.
Continuous Learning - Working on new ideas often means not fully understanding what you are working on. Taking time to learn new architectures, frameworks, technologies, and even languages is not just encouraged but essential.

What we are looking for
We work mostly in Python, JavaScript and Scala. We are looking for proficiency in at least one language and the ability to learn. Strong passion in software engineering is what matters to us.

We look for people who:

Have a demonstrated ability to build software
Can write code to solve abstract problems
Can think critically on how to get the code correct and cover the edge cases
Can talk and reason about code with other engineers
Have a demonstrated ability in writing efficient code
Adequate exposure to cloud or on-prem production environment, and experience in deployment would be an advantage
Understanding of devops, CI/CD would be an advantage
Have an interest in data science and machine learning
Take the initiative to make things happen
Want to work for the public good",singapore,Singapore,https://sg.indeed.com/viewjob?jk=50a9fec52e285fd9&from=serp&vjs=3,Singapore,Software Engineer (Artificial Intelligence Platforms)
,,0,0,"Responsibilities

Work closely with Software architect and other team members within the software development team to detail the software architecture for C3 (Command, Control and Communication) software system
Review and refine product requirements of the assigned subsystem to form a stable basis for product development
Translate the requirement into software design that conforms to the software architecture, and maintain the traceability between each stage of the design
Lead a team of software engineers in development of the assigned subsystem
Provide technical support during integration and testing
Monitor the progress of team members and update team's progress during progress meeting Requirements

Degree in Computer Science, Computer Engineering or Information Technology
Minimum 6 years of software development experience and have gone through at least 2 cycles of SDLC, preferably in developing and/or maintaining software solutions for high data volume, high performance and high availabliity software system
Having good knowledge of advance C++ features such as multi-thread, thread safe, effective C++ programming the fundamentals of C++, STL and ATL etc
Having experience of developing software systems require advance C++ features
Experience in developing complex critical infrastructure software system will be an added advantage
Experience with Oracle, SQL Server database will be advantageous
Possess Machine Learning Knowledge
Shortlisted candidates will be offered a 1 Year Agency Contract employment.

Responsibilities

Work closely with Software architect and other team members within the software development team to detail the software architecture for C3 (Command, Control and Communication) software system
Review and refine product requ",singapore,Jobline Resources Pte Ltd,https://sg.indeed.com/viewjob?jk=0ecfe5454baa0a04&from=serp&vjs=3,Jobline Resources Pte Ltd,C++ Software Developer
,,0,0,"We are looking a Senior Software Engineer (Java) to join our dynamic team in Malaysia! You will analyze, design, develop and maintain IT applications, including documentation and post-implementation customer support. Your areas of responsibilities include:

Provide maintenance support to customers (internal and/or external) by investigating and rectifying reported systems shortcomings
Analyze requests for enhancements/changes and write amendment/program specifications
Update system documentation
Perform and manage stages of the SDLC and participate in the systems review with Project Lead/Manager
Understand the interdependencies of the services (application, system and database) and able to pin-point problem areas accurately to improve overall efficiency
Design and document system design, architecture and propose appropriate technologies and tools required to implement systems; and ensure users sign-off on design specifications
Use development tools to develop applications for better productivity
Develop test cases, conduct SIT, load test and tune the performance of systems to meet SLA
Deploy systems to production and provide post-implementation support
Provide technical guidance to junior colleagues in their work
Keep abreast of technological advancement, emerging standards and new software or hardware solutions that may affect decisions about system builds or enhancements
Any other duties as and when assigned

To do well, you should:

Have a Bachelor’s Degree in computer science, IT or related fields
Possess good experience developing web application, Web Forms and Enterprise Workflows
2-3 years of project lead experience in IT. Certifications in Java, J2EE etc preferred
3-5 years of experience in systems analysis, design, programming and project management with knowledge of one or more of the following technologies: Java, J2EE • Struts, JSF, Spring, EJB, Hibernate, IBatis • Weblogic Application Server, Elixir, Oracle DB, LDAP, MQ Series and iPlanet Web Server • JBoss Application Server, ESB • Oracle Database, SQL, PL/SQL
Experience in AI, Blockchain, Data Analytics or Machines Learning is a plus
Familiar with software product life cycle.

Key Success Factors:

Results Focused
Creative Problem Solving
Teamwork and Cooperation
Effective Communication",malaysia,CrimsonLogic,https://malaysia.indeed.com/viewjob?jk=c636807faa34268d&from=serp&vjs=3,CrimsonLogic,Senior/ Software Engineer (Java/J2EE)
